"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"tablespoon.n.02","Ready","False","True","a spoon larger than a dessert spoon; used for serving","spoon.n.01,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         brewing_coffee-0,                         cleaning_out_drawers-0,                         cold_brew_coffee-0,                         laying_restaurant_table_for_dinner-0,                         make_a_blended_iced_cappuccino-0,                         make_a_cappuccino-0,                         make_a_frappe-0,                         make_a_milkshake-0,                       ...","tablespoon,","7","7","36"
"tank.n.02","Ready","False","True","a large (usually metallic) vessel for holding gases or liquids","vessel.n.03,","","setup_a_fish_tank-0,","tank,","1","1","1"
"tank_top.n.01","Ready","False","True","a tight-fitting sleeveless shirt with wide shoulder straps and low neck and no front opening; often worn over a shirt or blouse","shirt.n.01,","","folding_clothes-0,                         pack_your_gym_bag-0,                         putting_laundry_in_drawer-0,                         taking_clothes_off_of_the_drying_rack-0,                         taking_clothes_off_the_line-0,                         tidying_bathroom-0,","tank_top,","2","2","6"
"tape.n.01","Ready","False","False","a long thin piece of cloth or paper as used for binding or fastening","strip.n.02,","adhesive_tape.n.01,","buying_office_supplies-0,","","0","8","1"
"tarnish.n.02","Substance","True","True","","appearance.n.01,","","clean_the_bottom_of_an_iron-0,                         clean_vinyl_shutters-0,","tarnish,","1","1","2"
"tarpaulin.n.01","Ready","False","True","waterproofed canvas","canvas.n.01,","","covering_boat-0,                         prepare_your_garden_for_winter-0,                         putting_away_bicycles-0,                         putting_protective_cover_on_vehicle-0,","tarp,","3","3","4"
"tea.n.01","Substance","False","True","a beverage made by steeping tea leaves in water","beverage.n.01,","","clean_an_electric_kettle-0,                         clean_cups-0,                         make_iced_tea-0,","tea,","0","0","3"
"tea_bag.n.01","Ready","False","True","a measured amount of tea in a bag for an individual serving of tea","tea.n.05,","","make_iced_tea-0,","tea_bag,","1","1","1"
"teacup.n.02","Ready","False","True","a cup from which tea is drunk","cup.n.01,","","clean_cups-0,                         make_a_cappuccino-0,                         set_a_table_for_a_tea_party-0,                         set_up_a_coffee_station_in_your_kitchen-0,                         setting_up_garden_furniture-0,","teacup,","7","7","5"
"teapot.n.01","Ready","False","True","pot for brewing tea; usually has a spout and handle","pot.n.01,","","set_a_table_for_a_tea_party-0,                         washing_pots_and_pans-0,","teapot,","3","3","2"
"teaspoon.n.02","Ready","False","True","a small spoon used for stirring tea or coffee; holds about one fluid dram","spoon.n.01,","","filling_sugar-0,                         make_an_iced_espresso-0,                         make_blueberry_mousse-0,                         make_cream_soda-0,                         make_hot_cocoa-0,                         make_iced_chocolate-0,                         make_jamaican_jerk_seasoning-0,                         make_strawberries_and_cream-0,                         set_a_fancy_table-0,                         set_a_table_for_a_tea_party-0,                       ...","teaspoon,","12","12","13"
"teddy.n.01","Ready","False","True","plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)","plaything.n.01,","","clean_a_teddy_bear-0,                         clean_baby_toys-0,                         collecting_childrens_toys-0,                         donating_toys-0,                         make_dinosaur_goody_bags-0,                         set_up_a_preschool_classroom-0,                         setting_up_living_room_for_guest-0,                         setup_a_baby_crib-0,                         wash_dog_toys-0,","teddy_bear,","5","5","9"
"television_receiver.n.01","Ready","False","True","an electronic device that receives television signals and displays them on a screen","receiver.n.01,","","clean_your_electronics-0,                         setting_up_room_for_a_movie-0,","standing_tv,                         wall_mounted_tv,","29","29","2"
"tennis_ball.n.01","Ready","False","True","ball about the size of a fist used in playing tennis","ball.n.01,","","clean_tennis_balls-0,                         picking_up_toys-0,                         wash_dog_toys-0,                         wash_duvets-0,","tennis_ball,","1","1","4"
"tennis_racket.n.01","Ready","False","True","a racket used to play tennis","racket.n.04,","","de_clutter_your_garage-0,                         sorting_items_for_garage_sale-0,","tennis_racket,","2","2","2"
"tent.n.01","Ready","False","True","a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs)","shelter.n.01,","","clean_a_dirty_tent-0,                         packing_hiking_equipment_into_car-0,","tent,","1","1","2"
"textbook.n.01","Ready","False","True","a book prepared for use in schools or colleges","book.n.01,","","moving_stuff_to_storage-0,                         sorting_books_on_shelf-0,                         sorting_items_for_garage_sale-0,","textbook,","1","1","3"
"thyme.n.02","Substance","False","True","leaves can be used as seasoning for almost any meat and stews and stuffings and vegetables","herb.n.02,","","cook_turkey_drumsticks-0,                         cooking_food_for_adult-0,","thyme,","1","1","2"
"thyme__shaker.n.01","Ready","True","True","","container.n.01,","","cook_turkey_drumsticks-0,                         cooking_food_for_adult-0,","thyme_shaker,","1","1","2"
"tights.n.01","Ready","False","True","skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls","hosiery.n.01,","","taking_clothes_out_of_the_dryer-0,                         wash_a_leotard-0,","tights,","1","1","2"
"tile.n.01","Ready","False","True","a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces","slab.n.01,","","clean_outdoor_tiles-0,                         laying_tile_floors-0,","ceramic_tile,                         tile,","6","6","2"
"tiramisu.n.01","Ready","False","True","an Italian dessert consisting of layers of sponge cake soaked with coffee and brandy or liqueur layered with mascarpone cheese and topped with grated chocolate","dessert.n.01,","","laying_out_a_feast-0,","tiramisu,","2","2","1"
"tissue.n.02","Ready","False","False","a soft thin (usually translucent) paper","paper.n.01,","toilet_tissue.n.01,","clean_a_watch-0,                         clean_an_electric_razor-0,                         emptying_ashtray-0,                         grease_and_flour_a_pan-0,                         picking_up_litter-0,                         prepare_an_emergency_school_kit-0,                         set_up_a_mouse_cage-0,","","0","4","7"
"toast.n.01","Ready","False","True","slices of bread that have been toasted","bread.n.01,","","clean_a_toaster_oven-0,                         make_an_egg_tomato_and_toast_breakfast-0,                         prepare_a_breakfast_bar-0,","toast,","2","2","3"
"toaster.n.02","Ready","False","True","a kitchen appliance (usually electric) for toasting bread","kitchen_appliance.n.01,","","clean_a_toaster-0,                         clean_kitchen_appliances-0,                         make_toast-0,                         sorting_items_for_garage_sale-0,                         toast_buns-0,","toaster,","1","1","5"
"toaster_oven.n.01","Ready","False","True","kitchen appliance consisting of a small electric oven for toasting or warming food","kitchen_appliance.n.01,","","clean_a_toaster_oven-0,                         make_chicken_and_waffles-0,                         rearranging_kitchen_furniture-0,","toaster_oven,","1","1","3"
"toasting_fork.n.01","Ready","False","True","long-handled fork for cooking or toasting frankfurters or bread etc. (especially over an open fire)","fork.n.01,","","grill_burgers-0,","toasting_fork,","3","3","1"
"tofu.n.02","Ready","True","True","","curd.n.01,","","cook_tofu-0,","tofu,","3","3","1"
"toilet.n.02","Ready","False","True","a plumbing fixture for defecation and urination","plumbing_fixture.n.01,","","clean_your_house_after_a_wild_party-0,                         cleaning_bathrooms-0,                         cleaning_toilet-0,                         setting_mousetraps-0,                         tidying_bathroom-0,                         washing_floor-0,","toilet,","24","24","6"
"toilet_soap.n.01","Substance","False","True","soap used as a toiletry","soap.n.01,","","clean_fur-0,","toilet_soap,","0","0","1"
"toilet_soap__bottle.n.01","Ready","True","True","","vessel.n.03,","","clean_fur-0,","toilet_soap_bottle,","1","1","1"
"toilet_tissue.n.01","Ready","False","True","a soft thin absorbent paper for use in toilets","tissue.n.02,","","packing_grocery_bags_into_car-0,                         stock_grocery_shelves-0,                         tidying_bathroom-0,","toilet_paper,","4","4","3"
"tomato_paste.n.01","Substance","False","True","thick concentrated tomato puree","ingredient.n.03,","","make_pizza_sauce-0,","tomato_paste,","0","0","1"
"tomato_paste__can.n.01","Ready","True","True","","container.n.01,","","make_pizza_sauce-0,","tomato_paste_can,","1","1","1"
"tomato_rice.n.01","Substance","True","True","","rice.n.01,","","make_tomato_rice-0,","tomato_rice,","1","1","1"
"tomato_sauce.n.01","Substance","False","True","sauce made with a puree of tomatoes (or strained tomatoes) with savory vegetables and other seasonings; can be used on pasta","spaghetti_sauce.n.01,","","make_a_red_meat_sauce-0,                         make_pizza-0,                         make_pizza_sauce-0,                         make_seafood_stew-0,","tomato_sauce,","0","0","4"
"tomato_sauce__jar.n.01","Ready","True","True","","vessel.n.03,","","make_a_red_meat_sauce-0,                         make_pizza-0,                         make_seafood_stew-0,","tomato_sauce_jar,","1","1","3"
"tongs.n.01","Ready","False","True","any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below","device.n.01,","","cook_pork_ribs-0,                         grill_burgers-0,                         grill_vegetables-0,                         make_lemon_pepper_wings-0,                         set_up_a_buffet-0,                         set_up_a_hot_dog_bar-0,","test_tube_holder,                         tongs,","5","5","6"
"tonic.n.01","Substance","False","True","lime- or lemon-flavored carbonated water containing quinine","soft_drink.n.01,","","make_watermelon_punch-0,","tonic,","0","0","1"
"toolbox.n.01","Ready","False","True","a box or chest or cabinet for holding hand tools","chest.n.02,","","outfit_a_basic_toolbox-0,                         put_together_a_scrapping_tool_kit-0,                         put_togethera_basic_pruning_kit-0,                         putting_away_tools-0,                         putting_away_yard_equipment-0,","toolbox,","4","4","5"
"toothbrush.n.01","Ready","False","True","small brush; has long handle; used to clean teeth","brush.n.02,                         toiletry.n.01,","","clean_a_bicycle_chain-0,                         clean_geodes-0,                         clean_invisalign-0,                         clean_jewels-0,                         clean_vans-0,                         clean_vases-0,                         cleaning_tools_and_equipment-0,                         make_a_military_care_package-0,                         packing_bags_or_suitcase-0,                         sorting_household_items-0,                       ...","toothbrush,","4","4","13"
"toothpaste.n.01","Substance","False","True","a dentifrice in the form of a paste","dentifrice.n.01,","","clean_mirrors-0,","toothpaste,","0","0","1"
"tortilla.n.01","Ready","False","True","thin unleavened pancake made from cornmeal or wheat flour","pancake.n.01,","","fold_a_tortilla-0,                         laying_out_snacks_at_work-0,                         make_tacos-0,                         warm_tortillas-0,","tortilla,","1","1","4"
"tortilla_chip.n.01","Ready","False","True","a small piece of tortilla","corn_chip.n.01,","","make_nachos-0,                         making_a_snack-0,                         packing_picnic_food_into_car-0,","tortilla_chips,","6","6","3"
"towel.n.01","Ready","False","False","a rectangular piece of absorbent cloth (or paper) for drying or wiping","piece_of_cloth.n.01,","bath_towel.n.01,                         dishtowel.n.01,                         hand_towel.n.01,                         paper_towel.n.01,","cleaning_freezer-0,                         cleaning_shoes-0,                         cleaning_sneakers-0,                         cleaning_windows-0,                         defrosting_freezer-0,                         washing_floor-0,","","0","44","6"
"towel_rack.n.01","Ready","False","True","a rack consisting of one or more bars on which towels can be hung","rack.n.01,","","putting_clean_laundry_away-0,                         putting_towels_in_bathroom-0,","towel_rack,","7","7","2"
"toy_box.n.01","Ready","False","True","chest for storage of toys","chest.n.02,","","picking_up_toys-0,","toy_box,","14","14","1"
"toy_figure.n.01","Ready","True","True","","plaything.n.01,","","set_up_a_bird_cage-0,","toy_figure,","35","35","1"
"trailer_truck.n.01","Ready","False","True","a truck consisting of a tractor and trailer together","truck.n.01,","","installing_a_trailer_hitch-0,","trailer_truck,","1","1","1"
"train_set.n.01","Ready","False","True","a toy consisting of small models of railroad trains and the track for them to run on","plaything.n.01,","","collecting_childrens_toys-0,                         setting_up_toy_train_track-0,","toy_train,","1","1","2"
"trampoline.n.01","Ready","False","True","gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame; used for tumbling","gymnastic_apparatus.n.01,","","setup_a_trampoline-0,","trampoline,","1","1","1"
"tray.n.01","Ready","False","True","an open receptacle for holding or displaying or serving articles or food","receptacle.n.01,","","buy_eggs-0,                         clean_and_disinfect_ice_trays-0,                         clean_up_your_desk-0,                         cleaning_up_refrigerator-0,                         disposing_of_trash_for_adult-0,                         freeze_fruit-0,                         freeze_quiche-0,                         prepare_a_breakfast_bar-0,                         serving_food_at_a_homeless_shelter-0,                         serving_hors_d_oeuvres-0,                       ...","tray,","25","25","13"
"tree.n.01","Ready","False","True","a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms","woody_plant.n.01,","","chopping_wood-0,                         de_ice_a_car-0,                         decorating_outside_for_holidays-0,                         decorating_outside_for_parties-0,                         gathering_nuts-0,                         hang_icicle_lights-0,                         hanging_outdoor_lights-0,                         hanging_up_bedsheets-0,                         hiding_Easter_eggs-0,                         mulching-0,                       ...","low_resolution_tree,                         tree,","45","45","16"
"trombone.n.01","Ready","False","True","a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide","brass.n.02,","","clean_a_trombone-0,","trombone,","1","1","1"
"trouser.n.01","Ready","False","False","(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately","garment.n.01,","jean.n.01,                         long_trousers.n.01,                         short_pants.n.01,","putting_clothes_in_storage-0,","","0","4","1"
"trowel.n.01","Ready","False","True","a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials","hand_tool.n.01,","","buy_used_gardening_equipment-0,                         clean_your_rusty_garden_tools-0,                         cleaning_garden_tools-0,                         cleaning_shed-0,                         cleaning_tools_and_equipment-0,                         mulching-0,                         prepare_a_hanging_basket-0,                         prepare_a_raised_bed_garden-0,                         putting_away_yard_equipment-0,","trowel,","1","1","9"
"tube__of__toothpaste.n.01","Ready","True","True","","grocery.n.02,","","packing_bags_or_suitcase-0,","tube_of_toothpaste,","1","1","1"
"tulip.n.01","Ready","False","True","any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usually a single showy flower","liliaceous_plant.n.01,","","store_tulip_bulbs-0,","tulip,","3","3","1"
"tupperware.n.01","Ready","True","True","","container.n.01,","","boxing_food_after_dinner-0,                         clean_a_crab-0,                         clean_eggs-0,                         clean_oysters-0,                         clean_scallops-0,                         clean_up_after_a_dinner_party-0,                         clearing_food_from_table_into_fridge-0,                         clearing_table_after_dinner-0,                         clearing_table_after_supper-0,                         cook_a_pumpkin-0,                       ...","tupperware,","1","1","73"
"turf.n.01","Ready","False","True","surface layer of ground containing a mat of grass and grass roots","land.n.02,","","remove_sod-0,","sod,","1","1","1"
"turkey.n.04","Ready","False","True","flesh of large domesticated fowl usually roasted","poultry.n.02,","","clean_a_turkey-0,                         cook_a_turkey-0,                         make_red_beans_and_rice-0,                         prepare_a_slow_dinner_party-0,                         store_an_uncooked_turkey-0,","turkey,","1","1","5"
"turkey_leg.n.01","Ready","False","True","the lower joint of the leg of a turkey","drumstick.n.01,","","cook_turkey_drumsticks-0,","turkey_leg,","1","1","1"
"underwear.n.01","Ready","False","False","undergarment worn next to the skin and under the outer garments","undergarment.n.01,","lingerie.n.01,","hanging_clothes_on_clothesline-0,                         packing_bags_or_suitcase-0,                         taking_clothes_off_the_line-0,                         taking_clothes_out_of_washer-0,                         tidying_up_wardrobe-0,                         wash_delicates_in_the_laundry-0,","","0","2","6"
"vacuum.n.04","Ready","False","True","an electrical home appliance that cleans by suction","home_appliance.n.01,","","buying_cleaning_supplies-0,                         clean_a_couch-0,                         clean_a_rug-0,                         clean_a_sofa-0,                         clean_a_vacuum-0,                         clean_carpets-0,                         clean_your_house_after_a_wild_party-0,                         cleaning_bedroom-0,                         cleaning_debris_out_of_car-0,                         cleaning_pet_bed-0,                       ...","vacuum,","3","3","18"
"van.n.05","Ready","False","True","a truck with an enclosed cargo space","truck.n.01,","","packing_moving_van-0,                         unpacking_moving_van-0,","van,","1","1","2"
"vanilla.n.02","Substance","False","True","a flavoring prepared from vanilla beans macerated in alcohol (or imitating vanilla beans)","flavorer.n.01,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         make_a_cheese_pastry-0,                         make_brownies-0,                         make_chocolate_syrup-0,                         make_cookie_dough-0,                         make_cookies-0,                         make_edible_chocolate_chip_cookie_dough-0,                         make_eggnog-0,                         make_hot_cocoa-0,                       ...","vanilla,","0","0","12"
"vanilla__bottle.n.01","Ready","True","True","","vessel.n.03,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         make_a_cheese_pastry-0,                         make_brownies-0,                         make_chocolate_syrup-0,                         make_cookie_dough-0,                         make_cookies-0,                         make_edible_chocolate_chip_cookie_dough-0,                         make_eggnog-0,                         make_hot_cocoa-0,                       ...","vanilla_bottle,","1","1","12"
"vase.n.01","Ready","False","True","an open jar of glass or porcelain used as an ornament or to hold flowers","jar.n.01,","","clean_pottery-0,                         clean_vases-0,                         make_a_candy_centerpiece-0,                         make_rose_centerpieces-0,                         organizing_items_for_yard_sale-0,                         set_a_fancy_table-0,","vase,","45","45","6"
"veal.n.01","Ready","False","True","meat from a calf","meat.n.01,","","make_a_wiener_schnitzle-0,","veal,","1","1","1"
"vest.n.01","Ready","False","True","a man's sleeveless garment worn underneath a coat","garment.n.01,","","taking_clothes_out_of_the_dryer-0,","vest,","1","1","1"
"vidalia_onion.n.01","Ready","False","True","sweet-flavored onion grown in Georgia","onion.n.03,","","chop_an_onion-0,                         cook_beef_and_onions-0,                         cook_onions-0,                         make_chicken_curry-0,                         make_chicken_fajitas-0,                         make_meatloaf-0,                         make_pasta_sauce-0,                         make_pizza-0,                         make_red_beans_and_rice-0,                         make_stew-0,                       ...","vidalia_onion,","3","3","13"
"videodisk.n.01","Ready","False","True","a digital recording (as of a movie) on an optical disk that can be played on a computer or a television set","optical_disk.n.01,","","returning_videotapes_to_store-0,                         unpacking_hobby_equipment-0,","dvd,","1","1","2"
"vinegar.n.01","Substance","False","True","sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative","condiment.n.01,","","clean_apples-0,                         clean_dentures-0,                         clean_dentures_with_vinegar-0,                         clean_mirrors-0,                         clean_nickel-0,                         clean_out_a_guinea_pigs_hutch-0,                         clean_pennies-0,                         clean_raw_denim-0,                         clean_snap_peas-0,                         clean_soot_from_glass_lanterns-0,                       ...","vinegar,","0","0","23"
"vinegar__atomizer.n.01","Ready","True","True","","dispenser.n.01,","","clean_mirrors-0,                         clean_out_a_guinea_pigs_hutch-0,                         clean_soot_from_glass_lanterns-0,","vinegar_atomizer,","1","1","3"
"vinegar__bottle.n.01","Ready","True","True","","vessel.n.03,","","clean_apples-0,                         clean_dentures-0,                         clean_dentures_with_vinegar-0,                         clean_nickel-0,                         clean_raw_denim-0,                         clean_snap_peas-0,                         clean_strawberries-0,                         clean_suede_gloves-0,                         clean_vases-0,                         clean_wine_glasses-0,                       ...","vinegar_bottle,","2","2","19"
"vinegar_cleaning_solution.n.01","Substance","True","True","","cleansing_agent.n.01,","","make_a_vinegar_cleaning_solution-0,","vinegar_cleaning_solution,","0","0","1"
"violin.n.01","Ready","False","True","bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow","bowed_stringed_instrument.n.01,","","clean_a_violin-0,","violin,","1","1","1"
"virginia_ham.n.01","Ready","False","True","a lean hickory-smoked ham; has dark red meat","ham.n.01,","","cook_a_ham-0,                         glaze_a_ham-0,                         roast_meat-0,","virginia_ham,","1","1","3"
"vodka.n.01","Substance","False","True","unaged colorless liquor originating in Russia","liquor.n.01,","","mixing_drinks-0,","vodka,","0","0","1"
"vodka__bottle.n.01","Ready","True","True","","vessel.n.03,","","mixing_drinks-0,","vodka_bottle,","1","1","1"
"wafer.n.02","Ready","False","True","a small thin crisp cake or cookie","cookie.n.01,","","make_gift_bags_for_baby_showers-0,","wafer,","2","2","1"
"waffle.n.01","Ready","False","True","pancake batter baked in a waffle iron","cake.n.03,","","make_chicken_and_waffles-0,                         make_waffles-0,                         prepare_a_breakfast_bar-0,","waffle,","1","1","3"
"waffle_iron.n.01","Ready","False","True","a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle","kitchen_appliance.n.01,","","make_waffles-0,","waffle_maker,","1","1","1"
"walker.n.04","Ready","False","True","a shoe designed for comfortable walking","shoe.n.01,","","organizing_volunteer_materials-0,","walker,","12","12","1"
"wall.n.01","Ready","False","True","an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure","partition.n.01,","","buying_fast_food-0,                         clean_a_LED_screen-0,                         clean_an_electric_razor-0,                         clean_deer_antlers-0,                         clean_soot_from_glass_lanterns-0,                         clean_stucco-0,                         clean_the_outside_of_a_house-0,                         clean_walls-0,                         decorating_for_religious_ceremony-0,                         decorating_outside_for_holidays-0,                       ...","walls,","810","810","53"
"wall_clock.n.01","Ready","False","True","a clock mounted on a wall","clock.n.01,","","set_up_a_preschool_classroom-0,","wall_clock,","8","8","1"
"wallet.n.01","Ready","False","True","a pocket-size case for holding papers and paper money","case.n.05,","","prepare_an_emergency_school_kit-0,                         preparing_clothes_for_the_next_day-0,","wallet,","1","1","2"
"wallpaper.n.01","Ready","False","True","a decorative paper for the walls of rooms","paper.n.01,","","putting_up_wallpaper-0,","wallpaper,","1","1","1"
"walnut.n.01","Ready","False","True","nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell","edible_nut.n.01,","","gathering_nuts-0,                         make_brownies-0,                         roast_nuts-0,                         store_nuts-0,","walnut,","4","4","4"
"wardrobe.n.01","Ready","False","True","a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes","furniture.n.01,","","hanging_clothes-0,                         laying_clothes_out-0,                         picking_up_clothes-0,                         preparing_clothes_for_the_next_day-0,                         putting_away_purchased_clothes-0,                         putting_clothes_into_closet-0,                         store_a_fur_coat-0,                         store_winter_coats-0,                         tidying_up_wardrobe-0,                         wash_a_leotard-0,","hall_tree,                         wardrobe,","7","7","10"
"washer.n.03","Ready","False","True","a home appliance for washing clothes and linens automatically","white_goods.n.01,","","adding_fabric_softener-0,                         bringing_laundry-0,                         clean_a_backpack-0,                         clean_a_hamper-0,                         clean_a_quilt-0,                         clean_a_raincoat-0,                         clean_a_sauna_suit-0,                         clean_a_tie-0,                         clean_batting_gloves-0,                         clean_boxing_gloves-0,                       ...","washer,","8","8","32"
"watch.n.01","Ready","False","True","a small portable timepiece","timepiece.n.01,","","clean_a_watch-0,","watch,","1","1","1"
"water.n.06","Substance","False","True","a liquid necessary for the life of most animals and plants","food.n.01,                         liquid.n.01,                         nutrient.n.02,","","adding_chemicals_to_hot_tub-0,                         adding_chemicals_to_pool-0,                         boil_water-0,                         boil_water_in_the_microwave-0,                         brewing_coffee-0,                         buy_and_clean_mussels-0,                         can_fruit-0,                         carrying_water-0,                         changing_dogs_water-0,                         chlorinating_the_pool-0,                       ...","water,","0","0","303"
"water__atomizer.n.01","Ready","True","True","","dispenser.n.01,","","clean_out_a_guinea_pigs_hutch-0,                         clean_soot_from_glass_lanterns-0,","water_atomizer,","1","1","2"
"water_bottle.n.01","Ready","False","True","a bottle for holding water","bottle.n.01,","","bringing_water-0,                         buy_food_for_camping-0,                         carrying_water-0,                         clean_couch_pillows-0,                         cleaning_parks-0,                         emptying_trash_cans-0,                         fill_a_hot_water_bottle-0,                         make_a_car_emergency_kit-0,                         pack_for_the_pool-0,                         packing_hiking_equipment_into_car-0,                       ...","water_bottle,","2","2","23"
"water_filter.n.01","Ready","False","True","a filter to remove impurities from the water supply","filter.n.01,","","setup_a_fish_tank-0,","water_filter,","1","1","1"
"water_glass.n.02","Ready","False","True","a glass for drinking water","glass.n.02,","","bringing_glass_to_recycling-0,                         dispose_of_glass-0,                         getting_a_drink-0,                         laying_restaurant_table_for_dinner-0,                         make_a_strawberry_slushie-0,                         make_chocolate_milk-0,                         make_cream_soda-0,                         make_eggnog-0,                         make_fruit_punch-0,                         make_iced_chocolate-0,                       ...","water_glass,","25","25","20"
"watering_can.n.01","Ready","False","True","a container with a handle and a spout with a perforated nozzle; used to sprinkle water over plants","container.n.01,","","buy_used_gardening_equipment-0,                         clean_a_chicken_coop-0,                         clean_cement-0,                         clean_decking-0,                         cleaning_garden_tools-0,                         cleaning_lawnmowers-0,                         wash_a_motorcycle-0,                         wash_your_bike-0,                         washing_outside_windows-0,                         washing_walls-0,                       ...","watering_can,","1","1","14"
"watermelon.n.02","Ready","False","True","large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp","melon.n.01,","","make_dessert_watermelons-0,                         make_watermelon_punch-0,                         pack_a_beach_bag-0,                         shopping_at_warehouse_stores-0,","watermelon,","4","4","4"
"wax_paper.n.01","Ready","False","True","paper that has been waterproofed by treatment with wax or paraffin","paper.n.01,","","cook_a_turkey-0,                         cook_lamb-0,                         freeze_lasagna-0,                         freeze_meat-0,","wax_paper,","1","1","4"
"wax_remnant.n.01","Substance","True","True","","wax.n.01,","","clean_a_candle_jar-0,","wax_remnant,","9","9","1"
"webcam.n.02","Ready","True","True","","camera.n.01,","","set_up_a_webcam-0,","webcam,","1","1","1"
"weed.n.01","Ready","False","True","any plant that crowds out cultivated plants","vascular_plant.n.01,","","cleaning_the_yard-0,                         hoe_weeds-0,","weed,","1","1","2"
"whipped_cream.n.01","Substance","False","True","cream that has been beaten until light and fluffy","topping.n.01,","","make_blueberry_mousse-0,                         make_strawberries_and_cream-0,","whipped_cream,","0","0","2"
"whipped_cream__atomizer.n.01","Ready","True","True","","dispenser.n.01,","","make_blueberry_mousse-0,                         make_strawberries_and_cream-0,","whipped_cream_atomizer,","1","1","2"
"whisk.n.01","Ready","False","True","a mixer incorporating a coil of wires; used for whipping eggs or cream","mixer.n.04,","","make_green_tea_latte-0,                         make_pumpkin_pie_spice-0,","whisk,","6","6","2"
"whiskey.n.01","Substance","False","True","a liquor made from fermented mash of grain","liquor.n.01,","","clean_whiskey_stones-0,                         preparing_food_for_adult-0,","","0","0","2"
"whiskey__bottle.n.01","Ready","True","True","","vessel.n.03,","","preparing_food_for_adult-0,","whiskey_bottle,","1","1","1"
"whiskey_stone.n.01","Ready","True","True","","rock.n.01,","","clean_whiskey_stones-0,","whiskey_stone,","1","1","1"
"white_bread.n.01","Ready","False","False","bread made with finely ground and usually bleached wheat flour","bread.n.01,","french_bread.n.01,","carrying_in_groceries-0,                         cooking_a_feast-0,                         unloading_groceries-0,","","0","4","3"
"white_chocolate.n.01","Ready","False","True","a blend of cocoa butter and milk solids and sugar and vanilla; used in candy bars and baking and coatings; not technically chocolate because it contains no chocolate liquor","chocolate.n.02,","","melt_white_chocolate-0,","white_chocolate,","1","1","1"
"white_rice.n.01","Substance","False","True","having husk or outer brown layers removed","rice.n.01,","","clean_a_rice_cooker-0,                         cleaning_up_plates_and_food-0,                         cook_chicken_and_rice-0,                         cook_seafood_paella-0,                         fill_a_punching_bag-0,                         filling_pepper-0,                         make_bento-0,                         make_curry_rice-0,                         make_fried_rice-0,                         make_red_beans_and_rice-0,                       ...","white_rice,","1","1","12"
"white_rice__sack.n.01","Ready","True","True","","bag.n.01,","","cook_seafood_paella-0,                         make_curry_rice-0,                         make_red_beans_and_rice-0,                         make_tomato_rice-0,","white_rice_sack,","1","1","4"
"white_sauce.n.01","Substance","False","True","milk thickened with a butter and flour roux","sauce.n.01,","","cook_snap_peas-0,","","0","0","1"
"white_sauce__bottle.n.01","Ready","True","True","","vessel.n.03,","","cook_snap_peas-0,","white_sauce_bottle,","1","1","1"
"white_wine.n.01","Substance","False","True","pale yellowish wine made from white grapes or red grapes with skins removed before fermentation","wine.n.01,","","cleaning_cups_in_living_room-0,                         cook_seafood_paella-0,                         make_white_wine_sauce-0,                         prepare_wine_and_cheese-0,                         setup_a_bar_for_a_cocktail_party-0,","white_wine,","0","0","5"
"whitewall_tire.n.01","Ready","True","True","","tire.n.01,","","clean_white_wall_tires-0,","whitewall_tire,","1","1","1"
"whole_milk.n.01","Substance","False","True","milk from which no constituent (such as fat) has been removed","milk.n.01,","","make_a_cappuccino-0,                         make_a_milkshake-0,                         make_batter-0,                         make_biscuits-0,                         make_cream_from_milk-0,                         make_dinner_rolls-0,                         make_eggnog-0,                         make_hot_cocoa-0,                         make_iced_chocolate-0,                         make_macaroni_and_cheese-0,                       ...","whole_milk,","0","0","14"
