"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Properties","Used as Predicates","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"toothpick.n.01","Ready","False","True","pick consisting of a small strip of wood or plastic; used to pick food from between the teeth","strip.n.05,                         pick.n.06,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","toothpick,","1","1","0"
"top.n.08","Ready","False","False","a conical child's plaything tapering to a steel point on which it can be made to spin","plaything.n.01,","dreidel.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","3","0"
"top.n.09","Ready","False","False","covering for a hole (especially a hole in the top of a container)","covering.n.02,","cap.n.02,                         lid.n.02,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","111","0"
"top.n.10","Ready","False","False","a garment (especially for women) that extends from the shoulders to the waist or hips","woman's_clothing.n.01,","blouse.n.01,","cloth,                         deformable,                         disinfectable,                         drapeable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         particleRemover,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","1","0"
"topping.n.01","Substance","False","False","a flavorful addition on top of a dish","garnish.n.01,","meringue.n.01,                         cooked__meringue.n.01,                         glaze.n.01,                         cooked__frosting.n.01,                         whipped_cream.n.01,                         cooked__whipped_cream.n.01,                         frosting.n.01,","boilable,                         freezable,                         liquid,                         physicalSubstance,                         substance,","","","","0","1","0"
"tortilla.n.01","Ready","False","True","thin unleavened pancake made from cornmeal or wheat flour","pancake.n.01,","","cookable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        covered,                        hot,                        inside,","make_tacos-0,                         laying_out_snacks_at_work-0,                         warm_tortillas-0,                         fold_a_tortilla-0,","tortilla,","1","1","4"
"tortilla_chip.n.01","Ready","False","True","a small piece of tortilla","corn_chip.n.01,","","cookable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        inside,                        covered,","make_nachos-0,                         making_a_snack-0,                         packing_picnic_food_into_car-0,","tortilla_chips,","6","6","3"
"towel.n.01","Ready","False","False","a rectangular piece of absorbent cloth (or paper) for drying or wiping","piece_of_cloth.n.01,","paper_towel.n.01,                         hand_towel.n.01,                         dishtowel.n.01,                         bath_towel.n.01,","cloth,                         deformable,                         disinfectable,                         drapeable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         particleRemover,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        nextto,                        covered,                        inside,","cleaning_sneakers-0,                         cleaning_windows-0,                         cleaning_freezer-0,                         washing_floor-0,                         cleaning_shoes-0,                         defrosting_freezer-0,","","0","5","6"
"towel_rack.n.01","Ready","False","True","a rack consisting of one or more bars on which towels can be hung","rack.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         sceneObject,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","draped,","putting_towels_in_bathroom-0,                         putting_clean_laundry_away-0,","towel_rack,","7","7","2"
"toy_box.n.01","Ready","False","True","chest for storage of toys","chest.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         openable,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        inside,","picking_up_toys-0,","toy_box,","14","14","1"
"toy_car.n.01","Ready","True","True","","plaything.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","toy_car,","4","4","0"
"toy_dice.n.01","Ready","True","True","","plaything.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","toy_dice,","20","20","0"
"toy_figure.n.01","Ready","True","True","","plaything.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        inside,","set_up_a_bird_cage-0,","toy_figure,","35","35","1"
"tract.n.01","Ready","False","False","an extended area of land","geographical_area.n.01,","field.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","13","0"
"trailer.n.03","Not Ready","False","True","a large transport conveyance designed to be pulled by a truck or tractor","conveyance.n.03,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         openable,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","trailer,","0","0","0"
"trailer_truck.n.01","Ready","False","True","a truck consisting of a tractor and trailer together","truck.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","trailer_truck,","1","1","0"
"train_set.n.01","Ready","False","True","a toy consisting of small models of railroad trains and the track for them to run on","plaything.n.01,","","breakable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        inside,                        nextto,","collecting_childrens_toys-0,                         setting_up_toy_train_track-0,","toy_train,","1","1","2"
"trampoline.n.01","Ready","False","True","gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame; used for tumbling","gymnastic_apparatus.n.01,","","assembleable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","trampoline,","1","1","0"
"trampoline_leg.n.01","Ready","True","True","","component.n.03,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        attached,","setup_a_trampoline-0,","trampoline_leg,","1","1","1"
"trampoline_top.n.01","Ready","True","True","","component.n.03,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        attached,","setup_a_trampoline-0,","trampoline_top,","1","1","1"
"transducer.n.01","Ready","False","False","an electrical device that converts one form of energy into another","electrical_device.n.01,","electro-acoustic_transducer.n.01,                         photoelectric_cell.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","16","0"
"transferred_property.n.01","Not Ready","False","False","a possession whose ownership changes or lapses","possession.n.02,","acquisition.n.02,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","0","0"
"trap.n.01","Ready","False","False","a device in which something (usually an animal) can be caught and penned","device.n.01,","mousetrap.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","1","0"
"tray.n.01","Ready","False","True","an open receptacle for holding or displaying or serving articles or food","receptacle.n.01,","","disinfectable,                         dustyable,                         fillable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        nextto,                        contains,                        overlaid,                        inside,                        covered,","set_a_table_for_a_tea_party-0,                         disposing_of_trash_for_adult-0,                         freeze_fruit-0,                         clean_and_disinfect_ice_trays-0,                         prepare_a_breakfast_bar-0,                         buy_eggs-0,                         toast_sunflower_seeds-0,                         freeze_quiche-0,                         store_brownies-0,                         cleaning_up_refrigerator-0,                       ...","tray,","24","24","14"
"treadmill.n.01","Ready","False","True","an exercise device consisting of an endless belt on which a person can walk or jog without changing place","exercise_device.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         sceneObject,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         toggleable,                         wetable,                         wrinkleable,","","","treadmill,","3","3","0"
"treasure.n.01","Ready","False","False","accumulated wealth in the form of money or jewels etc.","wealth.n.03,","valuable.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","3","0"
"tree.n.01","Ready","False","True","a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms","woody_plant.n.01,","","disinfectable,                         dustyable,                         flammable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         sceneObject,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","covered,                        nextto,","setting_up_garden_furniture-0,                         de_ice_a_car-0,                         watering_outdoor_plants-0,                         hanging_outdoor_lights-0,                         mulching-0,                         gathering_nuts-0,                         hanging_up_bedsheets-0,                         packing_sports_equipment_into_car-0,                         hiding_Easter_eggs-0,                         chopping_wood-0,                       ...","low_resolution_tree,                         tree,","17","17","14"
"trimmer.n.02","Not Ready","False","True","a machine that trims timber","machine.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         slicer,                         stainable,                         stickyable,                         tarnishable,                         toggleable,                         wetable,                         wrinkleable,","","","","0","0","0"
"tripod.n.01","Ready","False","False","a three-legged rack used for support","rack.n.05,","camera_tripod.n.01,                         easel.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","2","0"
"trombone.n.01","Ready","False","True","a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide","brass.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        covered,","clean_a_trombone-0,","trombone,","1","1","1"
"trophy.n.02","Ready","False","True","something given as a token of victory","award.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","trophy,","16","16","0"
"trouser.n.01","Ready","False","False","(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately","garment.n.01,","short_pants.n.01,                         slacks.n.01,                         long_trousers.n.01,                         jean.n.01,","cloth,                         deformable,                         disinfectable,                         drapeable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        folded,                        inside,","putting_clothes_in_storage-0,","","0","4","1"
"trout.n.01","Ready","False","True","flesh of any of several primarily freshwater game and food fishes","fish.n.02,","","cookable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","cooked,                        inside,                        covered,                        frozen,                        attached,                        ontop,","make_fish_and_chips-0,                         unhook_a_fish-0,                         clean_a_fish-0,","trout,","2","2","3"
"trowel.n.01","Ready","False","True","a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials","hand_tool.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        covered,                        inside,                        nextto,","clean_your_rusty_garden_tools-0,                         prepare_a_raised_bed_garden-0,                         putting_away_yard_equipment-0,                         cleaning_tools_and_equipment-0,                         mulching-0,                         cleaning_garden_tools-0,                         prepare_a_hanging_basket-0,                         buy_used_gardening_equipment-0,                         cleaning_shed-0,","trowel,","1","1","9"
"truck.n.01","Ready","False","False","an automotive vehicle suitable for hauling","motor_vehicle.n.01,","pickup.n.01,                         trailer_truck.n.01,                         van.n.05,                         lorry.n.02,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","4","0"
"trunk.n.01","Not Ready","False","True","the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber","stalk.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","0","0"
"tub.n.02","Not Ready","False","True","a large open vessel for holding or storing liquids","vessel.n.03,","","disinfectable,                         dustyable,                         fillable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","0","0"
"tube.n.01","Ready","False","False","conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases","conduit.n.01,","straw.n.04,                         pipe.n.02,                         hose.n.03,                         test_tube.n.01,                         pipe.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","15","0"
"tube__of__lotion.n.01","Ready","True","True","","grocery.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","tube_of_lotion,","1","1","0"
"tube__of__toothpaste.n.01","Ready","True","True","","grocery.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        inside,","packing_bags_or_suitcase-0,","tube_of_toothpaste,","1","1","1"
"tulip.n.01","Ready","False","True","any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usually a single showy flower","liliaceous_plant.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        inside,","store_tulip_bulbs-0,","tulip,","3","3","1"
"tumbler.n.02","Not Ready","False","True","a glass with a flat bottom but no handle or stem; originally had a round bottom","glass.n.02,","","disinfectable,                         dustyable,                         fillable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","0","0"
"tuna.n.02","Ready","False","True","important warm-water fatty fish of the genus Thunnus of the family Scombridae; usually served as steaks","saltwater_fish.n.01,","","cookable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","tuna,","1","1","0"
"tupperware.n.01","Ready","True","True","","container.n.01,","","disinfectable,                         dustyable,                         fillable,                         flammable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        filled,                        inside,                        contains,","make_a_salad-0,                         make_pizza-0,                         make_lemon_pepper_wings-0,                         clean_oysters-0,                         make_seafood_stew-0,                         make_nachos-0,                         clearing_food_from_table_into_fridge-0,                         make_tacos-0,                         making_a_snack-0,                         cook_chorizo-0,                       ...","tupperware,","1","1","73"
"turf.n.01","Ready","False","True","surface layer of ground containing a mat of grass and grass roots","land.n.02,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,","remove_sod-0,","sod,","1","1","1"
"turkey.n.04","Ready","False","True","flesh of large domesticated fowl usually roasted","poultry.n.02,","","cookable,                         disinfectable,                         dustyable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","ontop,                        cooked,                        hot,                        nextto,                        inside,                        covered,","store_an_uncooked_turkey-0,                         prepare_a_slow_dinner_party-0,                         cook_a_turkey-0,                         make_red_beans_and_rice-0,                         clean_a_turkey-0,","turkey,","1","1","5"
"turkey_leg.n.01","Ready","False","True","the lower joint of the leg of a turkey","drumstick.n.01,","","cookable,                         disinfectable,                         dustyable,                         flammable,                         freezable,                         grassyable,                         heatable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         sliceable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","cooked,                        inside,                        covered,","cook_turkey_drumsticks-0,","turkey_leg,","1","1","1"
"turmeric.n.02","Substance","False","True","ground dried rhizome of the turmeric plant used as seasoning","flavorer.n.01,","","cookable,                         freezable,                         microPhysicalSubstance,                         physicalSubstance,                         substance,","","","","0","0","0"
"turner.n.08","Ready","False","False","cooking utensil having a flat flexible part and a long handle; used for turning or serving food","cooking_utensil.n.01,","spatula.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","13","0"
"turnip.n.02","Ready","False","False","root of any of several members of the mustard family","root_vegetable.n.01,                         cruciferous_vegetable.n.01,","half__rutabaga.n.01,                         diced__rutabaga.n.01,                         white_turnip.n.02,                         cooked__diced__white_turnip.n.01,                         diced__white_turnip.n.01,                         cooked__diced__rutabaga.n.01,                         rutabaga.n.01,                         half__white_turnip.n.01,","freezable,","","","","0","6","0"
"turnstile.n.02","Ready","True","True","","movable_barrier.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","turnstile,","1","1","0"
"tweezers.n.01","Ready","True","True","","hand_tool.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","tweezers,","2","2","0"
"umbrella.n.01","Ready","False","True","a lightweight handheld collapsible canopy","canopy.n.03,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","umbrella,","5","5","0"
"umbrella_rack.n.01","Ready","True","True","","rack.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","umbrella_rack,","1","1","0"
"undergarment.n.01","Ready","False","False","a garment worn under other garments","garment.n.01,","underwear.n.01,                         underpants.n.01,                         brassiere.n.01,","cloth,                         deformable,                         disinfectable,                         drapeable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         particleRemover,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","4","0"
"underpants.n.01","Ready","False","False","an undergarment that covers the body from the waist no further than to the thighs; usually worn next to the skin","undergarment.n.01,","drawers.n.01,","cloth,                         deformable,                         disinfectable,                         drapeable,                         dustyable,                         flammable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         particleRemover,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","1","0"
"underwear.n.01","Ready","False","False","undergarment worn next to the skin and under the outer garments","undergarment.n.01,","lingerie.n.01,","cloth,                         deformable,                         disinfectable,                         drapeable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         particleRemover,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","draped,                        inside,                        ontop,                        saturated,                        covered,","tidying_up_wardrobe-0,                         packing_bags_or_suitcase-0,                         taking_clothes_out_of_washer-0,                         hanging_clothes_on_clothesline-0,                         taking_clothes_off_the_line-0,                         wash_delicates_in_the_laundry-0,","","0","2","6"
"unit.n.05","Ready","False","False","a single undivided natural thing occurring in the composition of something else","thing.n.12,","molecule.n.01,","freezable,","","","","0","21","0"
"upper_surface.n.01","Ready","False","False","the side that is uppermost","side.n.05,","ceiling.n.01,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         sceneObject,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","364","0"
"upright.n.01","Ready","False","False","a vertical structural member as a post or stake","structural_member.n.01,","post.n.04,                         column.n.07,","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","","0","21","0"
"urinal.n.01","Ready","False","True","a plumbing fixture (usually attached to the wall) used by men to urinate","plumbing_fixture.n.01,","","disinfectable,                         dustyable,                         freezable,                         grassyable,                         moldyable,                         nonSubstance,                         particleSink,                         rigidBody,                         rustable,                         scratchable,                         stainable,                         stickyable,                         tarnishable,                         wetable,                         wrinkleable,","","","urinal,","4","4","0"
