Object name,Valid Name,Original category (auto),ID (auto),New Category,Original Synset (auto),New Synset (auto),Duplicate?,Exists in deletion?
cracker_box-cmdigf,1,cracker_box,cmdigf,box_of_crackers,#N/A,box__of__crackers.n.01,0,0
cracker-kukrla,1,cracker,kukrla,butter_cookie,#N/A,butter_cookie.n.01,0,0
cranberry_juice_bottle-heoxnw,1,cranberry_juice_bottle,heoxnw,bottle_of_cranberry_juice,#N/A,bottle__of__cranberry_juice.n.01,0,0
cream-ynwxtx,1,cream,ynwxtx,bottle_of_skin_cream,#N/A,bottle__of__skin_cream.n.01,0,0
crushed_chili_pepper-hjalqq,1,crushed_chili_pepper,hjalqq,bottle_of_chili_pepper,#N/A,bottle__of__chili_pepper.n.01,0,0
cucumber_slice-diiokc,1,cucumber_slice,diiokc,sliced_cucumber,#N/A,sliced__cucumber.n.01,0,0
cucumber-ojnoxi,1,cucumber,ojnoxi,sliced_cucumber,cucumber.n.02,sliced__cucumber.n.01,0,0
cumin-tsktnz,1,cumin,tsktnz,jar_of_cumin,cumin.n.02,jar__of__cumin.n.01,0,0
cup-ckkwmj,1,cup,ckkwmj,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-cpozxi,1,cup,cpozxi,teacup,#N/A,teacup.n.02,0,0
cup-dkxddg,1,cup,dkxddg,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-lpanoc,1,cup,lpanoc,soda_cup,#N/A,dixie_cup.n.01,0,0
cup-nhzrei,1,cup,nhzrei,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-vckahe,1,cup,vckahe,teacup,#N/A,teacup.n.02,0,0
cup-ykuftq,1,cup,ykuftq,coffee_cup,#N/A,coffee_cup.n.01,0,0
curry_powder-ozhftu,1,curry_powder,ozhftu,jar_of_curry_powder,curry_powder.n.01,jar__of__curry_powder.n.01,0,0
custard_bowl-kasebx,1,custard_bowl,kasebx,bowl,#N/A,bowl.n.01,0,0
deicer-xepoez,1,deicer,xepoez,bottle_of_deicer,#N/A,bottle__of__deicer.n.01,0,0
deodorant-albeyc,1,deodorant,albeyc,deodorant_stick,#N/A,deodorant_stick.n.01,0,0
detergent-gkpmii,1,detergent,gkpmii,bottle_of_detergent,#N/A,bottle__of__detergent.n.01,0,0
detergent-qjkmhq,1,detergent,qjkmhq,bottle_of_detergent,#N/A,bottle__of__detergent.n.01,0,0
dill_seed-reavkt,1,dill_seed,reavkt,jar_of_dill_seed,#N/A,jar__of__dill_seed.n.01,0,0
dish_soap_bottle-bnmixt,1,dish_soap_bottle,bnmixt,bottle_of_dish_soap,#N/A,bottle__of__dish_soap.n.01,0,0
disposable_container-glwebh,1,disposable_container,glwebh,tray,#N/A,tray.n.01,0,0
document-qkrlsi,1,document,qkrlsi,legal_document,#N/A,legal_document.n.01,0,0
dog_food_bowl-fedafr,1,dog_food_bowl,fedafr,bowl,#N/A,bowl.n.01,0,0
dough-pewqae,1,dough,pewqae,cookie_dough,#N/A,cookie_dough.n.01,0,0
dryer-fhtvuq,1,dryer,fhtvuq,clothes_dryer,#N/A,clothes_dryer.n.01,0,0
dryer-smcyys,1,dryer,smcyys,clothes_dryer,#N/A,clothes_dryer.n.01,0,0
dryer-wivnic,1,dryer,wivnic,clothes_dryer,#N/A,clothes_dryer.n.01,0,0
dryer-xsuyua,1,dryer,xsuyua,clothes_dryer,#N/A,clothes_dryer.n.01,0,0
dryer-zlmnfg,1,dryer,zlmnfg,clothes_dryer,#N/A,clothes_dryer.n.01,0,0
egg-mimzbz,1,egg,mimzbz,carton_of_eggs,egg.n.02,carton__of__eggs.n.01,0,0
eraser-cungod,1,eraser,cungod,rubber_eraser,#N/A,rubber_eraser.n.01,0,0
essential_oil-eyyhld,1,essential_oil,eyyhld,bottle_of_essential_oil,#N/A,bottle__of__essential_oil.n.01,0,0
essential_oil-wansva,1,essential_oil,wansva,bottle_of_essential_oil,#N/A,bottle__of__essential_oil.n.01,0,0
essential_oil-xhoipk,1,essential_oil,xhoipk,bottle_of_essential_oil,#N/A,bottle__of__essential_oil.n.01,0,0
essential_oil-xvqshn,1,essential_oil,xvqshn,bottle_of_essential_oil,#N/A,bottle__of__essential_oil.n.01,0,0
essential_oil-yjxvpg,1,essential_oil,yjxvpg,bottle_of_essential_oil,#N/A,bottle__of__essential_oil.n.01,0,0
fabric_softener-rmrnev,1,fabric_softener,rmrnev,bottle_of_fabric_softener,#N/A,bottle__of__fabric_softener.n.01,0,0
face_cream-dztaed,1,face_cream,dztaed,bottle_of_face_cream,#N/A,bottle__of__face_cream.n.01,0,0
fennel-ihlkfu,1,fennel,ihlkfu,bottle_of_fennel,#N/A,bottle__of__fennel.n.01,0,0
fertilizer_bag-rqpgrk,1,fertilizer_bag,rqpgrk,bag_of_fertilizer,#N/A,bag__of__fertilizer.n.01,0,0
firework-moxhuh,1,firework,moxhuh,skyrocket,#N/A,skyrocket.n.02,0,0
flask-ttxunv,1,flask,ttxunv,canteen,#N/A,canteen.n.01,0,0
flour-ylezpk,1,flour,ylezpk,box_of_flour,flour.n.01,box__of__flour.n.01,0,0
foot_rule-ckywbx,1,foot_rule,ckywbx,ruler,#N/A,rule.n.12,0,0
foot_rule-rutqab,1,foot_rule,rutqab,ruler,#N/A,rule.n.12,0,0
foot_rule-swlgkg,1,foot_rule,swlgkg,set_triangle,#N/A,square.n.08,0,0
foot_rule-ujizkx,1,foot_rule,ujizkx,ruler,#N/A,rule.n.12,0,0
foot_rule-vmnaih,1,foot_rule,vmnaih,ruler,#N/A,rule.n.12,0,0
fork-ptqjqv,1,fork,ptqjqv,tablefork,#N/A,tablefork.n.01,0,0
frosting_bottle-eqdsmn,1,frosting_bottle,eqdsmn,bottle_of_frosting,#N/A,bottle__of__frosting.n.01,0,0
fry_holder-bvavlr,1,fry_holder,bvavlr,french_fry_holder,#N/A,french_fry_holder.n.01,0,0
gift_bag-wvhmww,1,gift_bag,wvhmww,paper_bag,#N/A,sack.n.01,0,0
gin_bottle-qzgcdx,1,gin_bottle,qzgcdx,bottle_of_gin,#N/A,bottle__of__gin.n.01,0,0
ginger-drqhzo,1,ginger,drqhzo,bottle_of_ginger,ginger.n.02,bottle__of__ginger.n.01,0,0
ginger-wqcasl,1,ginger,wqcasl,ginger_root,ginger.n.02,ginger.n.03,0,0
glass_cleaner-yukmlw,1,glass_cleaner,yukmlw,bottle_of_glass_cleaner,#N/A,bottle__of__glass_cleaner.n.01,0,0
glass-bnored,1,glass,bnored,wineglass,#N/A,wineglass.n.01,0,0
glass-ewgotr,1,glass,ewgotr,water_glass,#N/A,water_glass.n.02,0,0
glass-mbrlge,1,glass,mbrlge,pitcher,#N/A,pitcher.n.02,0,0
glass-nfoydb,1,glass,nfoydb,water_glass,#N/A,water_glass.n.02,0,0
glass-slscza,1,glass,slscza,water_glass,#N/A,water_glass.n.02,0,0
glove-crbvcg,1,glove,crbvcg,rubber_glove,#N/A,rubber_glove.n.01,0,0
glove-feadfc,1,glove,feadfc,rubber_glove,#N/A,rubber_glove.n.01,0,0
glove-hsaxtc,1,glove,hsaxtc,rubber_glove,#N/A,rubber_glove.n.01,0,0
glove-leuiso,1,glove,leuiso,rubber_glove,#N/A,rubber_glove.n.01,0,0
glove-rlzvry,1,glove,rlzvry,rubber_glove,#N/A,rubber_glove.n.01,0,0
glue-evtytd,1,glue,evtytd,bottle_of_glue,#N/A,bottle__of__glue.n.01,0,0
granola_pile-mwhrhm,1,granola_pile,mwhrhm,heap_of_granola,#N/A,heap__of__granola.n.01,0,0
grass_patch-kqhokv,1,grass_patch,kqhokv,bunchgrass,#N/A,bunchgrass.n.01,0,0
gravel_pile-kcsyrn,1,gravel_pile,kcsyrn,heap_of_gravel,#N/A,heap__of__gravel.n.01,0,0
grocery_bag-ruryqd,1,grocery_bag,ruryqd,paper_bag,#N/A,sack.n.01,0,0
ground_clove-vzamzb,1,ground_clove,vzamzb,bottle_of_ground_cloves,#N/A,bottle__of__ground_cloves.n.01,0,0
ground_mace-lgpxro,1,ground_mace,lgpxro,bottle_of_ground_mace,#N/A,bottle__of__ground_mace.n.01,0,0
ground_nutmeg-qebruq,1,ground_nutmeg,qebruq,bottle_of_ground_nutmeg,#N/A,bottle__of__ground_nutmeg.n.01,0,0
hair_conditioner-teafxb,1,hair_conditioner,teafxb,bottle_of_conditioner,#N/A,bottle__of__conditioner.n.01,0,0
hazlenut-rhfksw,1,hazlenut,rhfksw,hazelnut,#N/A,hazelnut.n.02,0,0
highlighter-tcsmqv,1,highlighter,tcsmqv,marker,#N/A,marker.n.03,0,0
hiking_boots-ljiila,1,hiking_boots,ljiila,hiking_boot,#N/A,hiking_boot.n.01,0,0
holly-shmkir,1,holly,shmkir,holly_decoration,#N/A,holly.n.03,0,0
honey_jar-wdxfaq,1,honey_jar,wdxfaq,jar_of_honey,honey__jar.n.01,jar__of__honey.n.01,0,0
hose-gavrvw,1,hose,gavrvw,hose_cart,hose.n.03,hose_cart.n.01,0,0
hotdog-dvoeyy,1,hotdog,dvoeyy,hotdog_frank,hotdog.n.02,frank.n.02,0,0
ink_cartridge-ltblou,1,ink_cartridge,ltblou,boxed_ink_cartridge,#N/A,boxed__ink_cartridge.n.01,0,0
ink_cartridge-oepuip,1,ink_cartridge,oepuip,boxed_ink_cartridge,#N/A,boxed__ink_cartridge.n.01,0,0
ink_cartridge-oinelo,1,ink_cartridge,oinelo,boxed_ink_cartridge,#N/A,boxed__ink_cartridge.n.01,0,0
jam-vxjbjf,1,jam,vxjbjf,jar_of_jam,#N/A,jar__of__jam.n.01,0,0
jar-fyfahz,1,jar,fyfahz,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar_of_grains-gtnmis,1,jar_of_grains,gtnmis,plant_pot,jar__of__grains.n.01,pot.n.04,0,0
jar-irqkdw,1,jar,irqkdw,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-jbhdeu,1,jar,jbhdeu,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-lnxzuy,1,jar,lnxzuy,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-nzcbda,1,jar,nzcbda,jar_of_pepper,#N/A,jar__of__pepper.n.01,0,0
jar-piemou,1,jar,piemou,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-pluujx,1,jar,pluujx,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar_of_grains-rdngsc,1,jar_of_grains,rdngsc,jar_of_vegetable,jar__of__grains.n.01,jar__of__vegetable.n.01,0,0
jar-uydvnv,1,jar,uydvnv,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-vuolos,1,jar,vuolos,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar_of_grains-wvgsqk,1,jar_of_grains,wvgsqk,plant_pot,jar__of__grains.n.01,pot.n.04,0,0
jar-xebmcy,1,jar,xebmcy,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-xrirkq,1,jar,xrirkq,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-ykrdzg,1,jar,ykrdzg,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jar-zqoboc,1,jar,zqoboc,jar_of_grains,#N/A,jar__of__grains.n.01,0,0
jelly_jar-ytlmmb,1,jelly_jar,ytlmmb,jar_of_jelly,jelly__jar.n.01,jar__of__jelly.n.01,0,0
jewel-syneus,1,jewel,syneus,ruby,#N/A,ruby.n.01,0,0
jewelry_cleaner-ykzonz,1,jewelry_cleaner,ykzonz,bottle_of_cleaner,#N/A,bottle__of__cleaner.n.01,0,0
juice-bbewjo,1,juice,bbewjo,pitcher,#N/A,pitcher.n.02,0,0
ketchup-bcqfxb,1,ketchup,bcqfxb,bottle_of_catsup,#N/A,bottle__of__catsup.n.01,0,0
kettle-tsyims,1,kettle,tsyims,pitcher,kettle.n.01,pitcher.n.02,0,0
kettle-tzbnmh,1,kettle,tzbnmh,pitcher,kettle.n.01,pitcher.n.02,0,0
kielbasa-bhkkiq,1,kielbasa,bhkkiq,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-biokqz,1,kielbasa,biokqz,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-bzlsuh,1,kielbasa,bzlsuh,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-ckzejj,1,kielbasa,ckzejj,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-dgodnn,1,kielbasa,dgodnn,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-femhoz,1,kielbasa,femhoz,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-fwqdoy,1,kielbasa,fwqdoy,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-gmwwsh,1,kielbasa,gmwwsh,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-herxxh,1,kielbasa,herxxh,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-ktjjlo,1,kielbasa,ktjjlo,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-lwrdjd,1,kielbasa,lwrdjd,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-nhkuzn,1,kielbasa,nhkuzn,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-nqtltw,1,kielbasa,nqtltw,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-qwdfea,1,kielbasa,qwdfea,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-rvhpal,1,kielbasa,rvhpal,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kielbasa-twgpur,1,kielbasa,twgpur,pack_of_kielbasa,kielbasa.n.01,pack__of__kielbasa.n.01,0,0
kiosk-yoacgd,1,kiosk,yoacgd,farm_stand,#N/A,farm_stand.n.01,0,0
kitchen_scales-tqvnpo,1,kitchen_scales,tqvnpo,kitchen_analog_scale,#N/A,scale.n.07,0,0
knife-lwpdhi,1,knife,lwpdhi,parer,#N/A,parer.n.02,0,0
knife-zpkhwi,1,knife,zpkhwi,parer,#N/A,parer.n.02,0,0
label-bxailw,1,label,bxailw,tag,#N/A,tag.n.02,0,0
lacquer-cykzcp,1,lacquer,cykzcp,bottle_of_lacquer,#N/A,bottle__of__lacquer.n.01,0,0
soup_ladle-wrctgd,1,soup_ladle,wrctgd,soupspoon,soup_ladle.n.01,soupspoon.n.01,0,0
laurel_leaf-blazyi,1,laurel_leaf,blazyi,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-cdhuzx,1,laurel_leaf,cdhuzx,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-cwnnyb,1,laurel_leaf,cwnnyb,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-dffqtk,1,laurel_leaf,dffqtk,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-dwqqxh,1,laurel_leaf,dwqqxh,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-ghcnzp,1,laurel_leaf,ghcnzp,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-llmoti,1,laurel_leaf,llmoti,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-rqtlsv,1,laurel_leaf,rqtlsv,bay_leaf,#N/A,bay_leaf.n.01,0,0
laurel_leaf-xofecb,1,laurel_leaf,xofecb,bay_leaf,#N/A,bay_leaf.n.01,0,0
lavender_oil-csalbx,1,lavender_oil,csalbx,bottle_of_lavender_oil,#N/A,bottle__of__lavender_oil.n.01,0,0
leather_boots-ejwnhl,1,leather_boots,ejwnhl,rubber_boot,#N/A,rubber_boot.n.01,0,0
left_bookend-hlpgle,1,left_bookend,hlpgle,bookend,#N/A,bookend.n.01,0,0
left_bookend-huxmnl,1,left_bookend,huxmnl,bookend,#N/A,bookend.n.01,0,0
left_bookend-oxfecv,1,left_bookend,oxfecv,bookend,#N/A,bookend.n.01,0,0
left_bookend-ygynyq,1,left_bookend,ygynyq,bookend,#N/A,bookend.n.01,0,0
leggings-izafif,1,leggings,izafif,legging,#N/A,legging.n.01,0,0
lemon_juice_bottle-vsjter,1,lemon_juice_bottle,vsjter,bottle_of_lemon_juice,lemon_juice__bottle.n.01,bottle__of__lemon_juice.n.01,0,0
lemon-brmhaw,1,lemon,brmhaw,sliced_lemon,lemon.n.01,sliced__lemon.n.01,0,0
lemon-dladkr,1,lemon,dladkr,sliced_lemon,lemon.n.01,sliced__lemon.n.01,0,0
lemon-gikfar,1,lemon,gikfar,sliced_lemon,lemon.n.01,sliced__lemon.n.01,0,0
lemon-kafipe,1,lemon,kafipe,sliced_lemon,lemon.n.01,sliced__lemon.n.01,0,0
lemon-wouoym,1,lemon,wouoym,half_lemon,lemon.n.01,half__lemon.n.01,0,0
lemon-zdvobn,1,lemon,zdvobn,sliced_lemon,lemon.n.01,sliced__lemon.n.01,0,0
lens-wbzzjl,1,lens,wbzzjl,digital_camera,lens.n.01,digital_camera.n.01,0,0
lime-dtyjkb,1,lime,dtyjkb,half_lime,lime.n.06,half__lime.n.01,0,0
liquid_soap_bottle-bhquvg,1,liquid_soap_bottle,bhquvg,bottle_of_liquid_soap,liquid_soap__bottle.n.01,bottle__of__liquid_soap.n.01,0,0
litter_boxh-rwnakn,1,litter_boxh,rwnakn,litter_box,#N/A,litter_box.n.01,0,0
lotion-ixfuxm,1,lotion,ixfuxm,tube_of_lotion,#N/A,tube__of__lotion.n.01,0,0
lubricant-bjfgim,1,lubricant,bjfgim,bottle_of_lubricant,#N/A,bottle__of__lubricant.n.01,0,0
lunch_box_lid-iuhvrv,1,lunch_box_lid,iuhvrv,lid,#N/A,lid.n.02,0,0
maple_syrup-qfgewi,1,maple_syrup,qfgewi,bottle_of_maple_syrup,#N/A,bottle__of__maple_syrup.n.01,0,0
martini-xevdnl,1,martini,xevdnl,cocktail_glass,#N/A,goblet.n.01,0,0
mat-mayaur,1,mat,mayaur,place_mat,mat.n.01,place_mat.n.01,0,0
mayonnaise-cirpak,1,mayonnaise,cirpak,bottle_of_mayonnaise,#N/A,bottle__of__mayonnaise.n.01,0,0
mayonnaise-ktmjvg,1,mayonnaise,ktmjvg,jar_of_mayonnaise,#N/A,jar__of__mayonnaise.n.01,0,0
medicine-egondf,1,medicine,egondf,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-fmfwng,1,medicine,fmfwng,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-hvocpc,1,medicine,hvocpc,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-kasbsy,1,medicine,kasbsy,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-kqkwoq,1,medicine,kqkwoq,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-qqsukh,1,medicine,qqsukh,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-syfpak,1,medicine,syfpak,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
medicine-zfbnjh,1,medicine,zfbnjh,bottle_of_medicine,#N/A,bottle__of__medicine.n.01,0,0
melon-hqbjke,1,melon,hqbjke,watermelon,#N/A,watermelon.n.02,0,0
melon-idsani,1,melon,idsani,sliced_melon,#N/A,sliced__melon.n.01,0,0
melon-quxcke,1,melon,quxcke,sliced_melon,#N/A,sliced__melon.n.01,0,0
mesh_bag-pdzaca,1,mesh_bag,pdzaca,hamper,#N/A,hamper.n.02,0,0
milk_bottle-gchrwu,1,milk_bottle,gchrwu,bottle_of_milk,#N/A,bottle__of__milk.n.01,0,0
milk-xbvdpc,1,milk,xbvdpc,jug_of_milk,#N/A,jug__of__milk.n.01,0,0
milkshake-naxqya,1,milkshake,naxqya,bottle_of_milkshake,#N/A,bottle__of__milkshake.n.01,0,0
moisture_wash-lyzvuk,1,moisture_wash,lyzvuk,bottle_of_cold_cream,#N/A,bottle__of__cold_cream.n.01,0,0
molasses-jvsjop,1,molasses,jvsjop,bottle_of_molasses,#N/A,bottle__of__molasses.n.01,0,0
mushroom-xeodai,1,mushroom,xeodai,half_mushroom,mushroom.n.05,half__mushroom.n.01,0,0
mustard_seed-grryaf,1,mustard_seed,grryaf,bottle_of_mustard_seeds,mustard_seed.n.01,bottle__of__mustard_seeds.n.01,0,0
mustard-sjasxe,1,mustard,sjasxe,bottle_of_mustard,#N/A,bottle__of__mustard.n.01,0,0
nail-smxpbm,1,nail,smxpbm,clout_nail,#N/A,clout_nail.n.01,0,0
nativity-iuislr,1,nativity,iuislr,nativity_figurine,#N/A,nativity_figurine.n.01,0,0
oatmeal-zkggxm,1,oatmeal,zkggxm,box_of_oatmeal,#N/A,box__of__oatmeal.n.01,0,0
oil-kzvkyp,1,oil,kzvkyp,bottle_of_oil,#N/A,bottle__of__oil.n.01,0,0
olive_oil_bottle-cqycjk,1,olive_oil_bottle,cqycjk,bottle_of_olive_oil,olive_oil__bottle.n.01,bottle__of__olive_oil.n.01,0,0
olive_oil_bottle-luikop,1,olive_oil_bottle,luikop,bottle_of_olive_oil,olive_oil__bottle.n.01,bottle__of__olive_oil.n.01,0,0
olive_oil_bottle-lvsfgc,1,olive_oil_bottle,lvsfgc,bottle_of_olive_oil,olive_oil__bottle.n.01,bottle__of__olive_oil.n.01,0,0
onion_powder-xruqod,1,onion_powder,xruqod,bottle_of_onion_powder,onion_powder.n.01,bottle__of__onion_powder.n.01,0,0
onion-dejqhf,1,onion,dejqhf,vidalia_onion,#N/A,vidalia_onion.n.01,0,0
onion-ndwwog,1,onion,ndwwog,sliced_onion,#N/A,sliced__onion.n.01,0,0
orange-yloghd,1,orange,yloghd,half_orange,orange.n.01,half__orange.n.01,0,0
organizer-hmygav,1,organizer,hmygav,storage_organizer,#N/A,storage_organizer.n.01,0,0
package-msfzpz,1,package,msfzpz,carton,package.n.02,carton.n.02,0,0
package-sxlklf,1,package,sxlklf,carton,package.n.02,carton.n.02,0,0
paint_remover-abrsty,1,paint_remover,abrsty,bottle_of_paint_remover,#N/A,bottle__of__paint_remover.n.01,0,0
paint-gjjugj,1,paint,gjjugj,bucket_of_paint,#N/A,bucket__of__paint.n.01,0,0
paint-mxyrzd,1,paint,mxyrzd,bucket_of_paint,#N/A,bucket__of__paint.n.01,0,0
paint-ycnaho,1,paint,ycnaho,bucket_of_paint,#N/A,bucket__of__paint.n.01,0,0
pancake-ogghhf,1,pancake,ogghhf,buttermilk_pancake,#N/A,buttermilk_pancake.n.01,0,0
papaya-dlykve,1,papaya,dlykve,sliced_papaya,papaya.n.02,sliced__papaya.n.01,0,0
papaya-dqymro,1,papaya,dqymro,sliced_papaya,papaya.n.02,sliced__papaya.n.01,0,0
papaya-gbrakc,1,papaya,gbrakc,half_papaya,papaya.n.02,half__papaya.n.01,0,0
paprika-nrdgrp,1,paprika,nrdgrp,bottle_of_paprika,paprika.n.02,bottle__of__paprika.n.01,0,0
pasta-gwqhko,1,pasta,gwqhko,pack_of_pasta,#N/A,pack__of__pasta.n.01,0,0
pasta-ucrnic,1,pasta,ucrnic,ravioli,#N/A,ravioli.n.01,0,0
pasta-ujyxaz,1,pasta,ujyxaz,conchiglie,#N/A,conchiglie.n.01,0,0
pasta-wyswqr,1,pasta,wyswqr,penne,#N/A,penne.n.01,0,0
pastry_brush-tivzcl,1,pastry_brush,tivzcl,paintbrush,#N/A,paintbrush.n.01,0,0
pastry-mcjamb,1,pastry,mcjamb,chocolate_cake,pastry.n.01,chocolate_cake.n.01,0,0
pastry-wpeesw,1,pastry,wpeesw,chocolate_cake,pastry.n.01,chocolate_cake.n.01,0,0
pastry-xjlptd,1,pastry,xjlptd,cinnamon_roll,pastry.n.01,cinnamon_roll.n.01,0,0
peanut_butter-edcvwr,1,peanut_butter,edcvwr,bottle_of_peanut_butter,#N/A,bottle__of__peanut_butter.n.01,0,0
peas-absogx,1,peas,absogx,pea,#N/A,pea.n.01,0,0
peas-duigmh,1,peas,duigmh,pea,#N/A,pea.n.01,0,0
peas-gikvpd,1,peas,gikvpd,pea,#N/A,pea.n.01,0,0
peas-hzlhrs,1,peas,hzlhrs,pea,#N/A,pea.n.01,0,0
peas-lprbcf,1,peas,lprbcf,pea,#N/A,pea.n.01,0,0
peas-tmsvpt,1,peas,tmsvpt,pea,#N/A,pea.n.01,0,0
peas-unfdjb,1,peas,unfdjb,pea,#N/A,pea.n.01,0,0
peas-wsitbh,1,peas,wsitbh,pea,#N/A,pea.n.01,0,0
pen-nqxveo,1,pen,nqxveo,marker,pen.n.01,marker.n.03,0,0
pen-zmimhb,1,pen,zmimhb,marker,pen.n.01,marker.n.03,0,0
pepper-honise,1,pepper,honise,bottle_of_black_pepper,#N/A,bottle__of__black_pepper.n.01,0,0
peppercorn-ejtiig,1,peppercorn,ejtiig,bottle_of_black_pepper,#N/A,bottle__of__black_pepper.n.01,0,0
peppercorn-ydzzrv,1,peppercorn,ydzzrv,bottle_of_black_pepper,#N/A,bottle__of__black_pepper.n.01,0,0
peppercorn-zybfok,1,peppercorn,zybfok,bottle_of_black_pepper,#N/A,bottle__of__black_pepper.n.01,0,0
peppermints-dqpiet,1,peppermints,dqpiet,peppermint_candy,#N/A,peppermint.n.03,0,0
perfume-ipurzb,1,perfume,ipurzb,bottle_of_perfume,#N/A,bottle__of__perfume.n.01,0,0
pesticide-yyrecb,1,pesticide,yyrecb,bottle_of_pesticide,#N/A,bottle__of__pesticide.n.01,0,0
phone-dbhfuh,1,phone,dbhfuh,cell_phone,#N/A,cellular_telephone.n.01,0,0
piece_of_fries-jhskfy,1,piece_of_fries,jhskfy,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-kjqhuo,1,piece_of_fries,kjqhuo,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-kxpfcj,1,piece_of_fries,kxpfcj,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-nfgqwu,1,piece_of_fries,nfgqwu,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-oeterg,1,piece_of_fries,oeterg,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-rremmp,1,piece_of_fries,rremmp,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-uqsuef,1,piece_of_fries,uqsuef,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-xlkkxg,1,piece_of_fries,xlkkxg,french_fries,#N/A,french_fries.n.02,0,0
piece_of_fries-xzsoub,1,piece_of_fries,xzsoub,french_fries,#N/A,french_fries.n.02,0,0
pin-lpxemb,1,pin,lpxemb,straight_pin,#N/A,straight_pin.n.01,0,0
pineapple-zympwt,1,pineapple,zympwt,half_pineapple,pineapple.n.02,half__pineapple.n.01,0,0
pipe-pznufl,1,pipe,pznufl,tobacco_pipe,pipe.n.02,pipe.n.01,0,0
pizza_sauce-clttao,1,pizza_sauce,clttao,bottle_of_pizza_sauce,#N/A,bottle__of__pizza_sauce.n.01,0,0
planter-dylpyb,1,planter,dylpyb,plant_pot_stand,#N/A,plant_pot_stand.n.01,0,0
plum-dsybez,1,plum,dsybez,half_plum,plum.n.02,half__plum.n.01,0,0
plush_toy-faxvha,1,plush_toy,faxvha,teddy_bear,#N/A,teddy.n.01,0,0
pomegranate-tbwsgm,1,pomegranate,tbwsgm,half_pomegranate,pomegranate.n.02,half__pomegranate.n.01,0,0
pomelo-qecwzm,1,pomelo,qecwzm,half_pomelo,pomelo.n.02,half__pomelo.n.01,0,0
